batter,delta_obs,delta_pred,denom_L,denom_R,prior_pa,stand,weight,stratum,delta_route_a,s2_L,s2_R,sampling_var,sampling_var_league,fell_back_L,fell_back_R
665862,-0.025031198686371,-0.0421038820737673,210.0,406.0,295.0,L,276.81818181818176,medium,-0.0264673923516238,0.25341350797448164,0.3054477322203977,0.001959065306168462,0.0018103148550485237,False,False
665877,-0.1918120978120978,0.0106768093377526,42.0,37.0,19.0,R,39.34177215189873,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.01327536114796823,0.01327536114796823,True,True
665923,0.2272222222222222,0.0123775115926871,36.0,27.0,168.0,R,30.857142857142858,medium,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.016900654444218663,0.016900654444218663,True,True
665926,-0.0367404712228385,-0.0286291065664944,172.0,457.0,384.0,L,249.93322734499205,medium,-0.0264673923516238,0.1893366400108799,0.22292024011478367,0.0015885848784376738,0.0019895939170265883,False,False
665953,0.1709325670498084,0.0166028515669633,45.0,87.0,0.0,R,59.31818181818181,low,0.0149401447610766,0.26628528803612195,0.23661358086073234,0.00863714717697971,0.008866918706934653,True,False
666018,-0.0797945670628183,-0.030345369063245,19.0,124.0,16.0,L,32.95104895104895,low,-0.0264673923516238,0.24080449889830827,0.3068616726986623,0.015148611903507983,0.014846763467333057,True,False
666023,0.0391936991869918,0.0132654369870144,120.0,246.0,66.0,R,161.31147540983608,low,0.0149401447610766,0.20622148676470586,0.23274404030197438,0.0026646263746732575,0.003262148554637652,False,False
666134,-0.051529702970297,-0.0494627501549073,92.0,202.0,135.0,L,126.42176870748298,medium,-0.0264673923516238,0.18390581318681318,0.214071720506379,0.0030587372228972846,0.0039512642975598165,False,False
666139,-0.0602246246246245,-0.0410893476798817,50.0,333.0,113.0,L,86.94516971279374,medium,-0.0264673923516238,0.16799306122448981,0.27013122312674115,0.004171066098744274,0.005625196484311425,False,False
666149,0.0583472413793103,0.0167596459268772,116.0,225.0,12.0,R,153.07917888563048,low,0.0149401447610766,0.3480629627436281,0.30022089535714286,0.004334857872748846,0.003436023734416769,False,False
666150,0.0093383741090349,-0.0388949998023502,58.0,179.0,29.0,L,87.61181434599156,low,-0.0264673923516238,0.15486660647307923,0.17325625692046953,0.003638025954543288,0.005657011015830236,False,False
666152,-0.0832250187265917,-0.0355952650564685,50.0,267.0,3.0,L,84.22712933753944,low,-0.0264673923516238,0.20800483918367343,0.26488777421080784,0.005152185825661513,0.0058252003398125,False,False
666158,-0.1370631121281464,-0.0402176676021809,50.0,437.0,230.0,L,89.73305954825462,medium,-0.0264673923516238,0.13143929020408163,0.2530589988453383,0.003207868181302086,0.00543264024481507,False,False
666160,-0.0599071242073853,-0.0362898025986173,35.0,383.0,90.0,L,64.13875598086125,low,-0.0264673923516238,0.24080449889830827,0.2710020473938184,0.007587705687194011,0.007583607565050807,True,False
666163,-0.0396724738675958,-0.040952737618123,41.0,287.0,28.0,L,71.75,low,-0.0264673923516238,0.24080449889830827,0.20079845059818227,0.006572926630265994,0.006812069543209509,True,False
666176,0.0893070791527312,0.0092237116587898,104.0,345.0,217.0,R,159.8218262806236,medium,0.0149401447610766,0.41321114675130693,0.25140827903606333,0.004701903752757845,0.003304214313963505,False,False
666181,-0.0489201892744479,-0.0359286795842923,70.0,317.0,50.0,L,114.67700258397932,low,-0.0264673923516238,0.19423530869565214,0.2891999264265463,0.0036870927312474076,0.004290008959606657,False,False
666182,-0.1107828784119106,0.0163199059183025,62.0,273.0,481.0,R,101.05074626865672,high,0.0149401447610766,0.13362456504494977,0.22475704977375568,0.0029785208166869985,0.005234864308153354,False,False
666185,0.0333502661420966,-0.0029237546204466,116.0,149.0,377.0,L,130.4452830188679,medium,-0.0264673923516238,0.19278556131934033,0.18415496308724835,0.0028978838437110923,0.0038841724405781416,False,False
666310,-0.0304162988115449,-0.0318877698034645,76.0,310.0,52.0,L,122.07253886010362,low,-0.0264673923516238,0.23322872140350873,0.2593313844451404,0.0039053518188844815,0.004037617237736052,False,False
666397,-0.0146379466304839,-0.0413635979945326,33.0,268.0,48.0,L,58.76411960132891,low,-0.0264673923516238,0.24080449889830827,0.2303691838001006,0.008156692533938255,0.008302451051896729,True,False
666464,-0.0380848484848484,0.0082763687111515,44.0,75.0,27.0,R,55.462184873949575,low,0.0149401447610766,0.26628528803612195,0.35008722522522523,0.010719768034126987,0.009473321084014816,True,False
666624,-0.051175155279503,0.0163531249933527,125.0,483.0,219.0,R,198.60197368421055,medium,0.0149401447610766,0.2344643064516129,0.2555009454395505,0.0024047019162910617,0.0026615529129159167,False,False
666703,0.2357333333333333,0.0145806024226963,36.0,20.0,10.0,R,25.714285714285715,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.020226998754899563,0.020226998754899563,True,True
666915,-0.0876894049346879,0.0157304486476873,39.0,53.0,351.0,R,44.93478260869565,medium,0.0149401447610766,0.26628528803612195,0.2022962075471697,0.010644737474723795,0.011669407218490637,True,False
666969,0.0162465131578947,0.0102214631078489,160.0,475.0,580.0,R,239.37007874015748,high,0.0149401447610766,0.2961169744889937,0.2722279885587387,0.0024238426454167134,0.00220450137436642,False,False
666971,0.0773040391676865,0.0133613612153614,172.0,380.0,666.0,R,236.81159420289856,high,0.0149401447610766,0.30744014453284374,0.2587272818983474,0.0024683039689258933,0.002223443184455601,False,False
667452,0.0610643642072213,0.0149708261107698,91.0,98.0,76.0,R,94.37037037037037,low,0.0149401447610766,0.20580317899877903,0.2092575371344414,0.004396854386758748,0.0055446170989593944,False,False
667472,0.0713203463203463,0.0160897877553747,66.0,42.0,20.0,R,51.333333333333336,low,0.0149401447610766,0.30454258088578084,0.25660370396681237,0.010723893527782255,0.010144237575514695,False,True
667670,0.0009524366471735,0.0176270707521385,135.0,475.0,282.0,R,210.24590163934425,medium,0.0149401447610766,0.3812732747374239,0.3501183100155451,0.0035613376585165685,0.0025127019392230427,False,False
668227,0.0455473753948442,0.0141562582517757,181.0,467.0,521.0,R,260.8858024691358,high,0.0149401447610766,0.28763588109269483,0.24798514925880655,0.0021201659645572715,0.002020662036164326,False,False
668670,-0.0453255011283685,0.0154099516216907,93.0,243.0,178.0,R,134.51785714285714,medium,0.0149401447610766,0.17897707223001397,0.27946198421929735,0.003074533965409445,0.003919264987906155,False,False
668709,-0.030312590040714,-0.0312402135334405,124.0,515.0,115.0,L,199.87480438184664,medium,-0.0264673923516238,0.3199162158405454,0.2734690030070643,0.0031109772554142948,0.002465141603392377,False,False
668715,-0.0174960973370063,0.012584944173629,171.0,484.0,203.0,R,252.7145038167939,medium,0.0149401447610766,0.23322456601307193,0.28037247558732437,0.0019431683253076128,0.0020873968487241787,False,False
668723,0.1565944055944056,0.0160779218461771,22.0,26.0,0.0,R,23.833333333333332,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.021973249958407416,0.021973249958407416,True,True
668800,-0.0416010101010101,0.0101119518433497,27.0,66.0,209.0,R,38.32258064516129,medium,0.0149401447610766,0.26628528803612195,0.16446782867132867,0.01235435487346236,0.013750352983999991,True,False
668804,-0.0432038546770487,-0.0055406502351222,202.0,487.0,763.0,L,285.55587808417994,high,-0.0264673923516238,0.2603084208659672,0.2896812635434888,0.0018834836053988938,0.0017453508977910456,False,False
668832,-0.1574068493150685,-0.036612190679615,10.0,146.0,0.0,L,18.717948717948715,low,-0.0264673923516238,0.24080449889830827,0.2615019620217288,0.02587155921874678,0.02592587774334433,True,False
668845,-0.1147263257575757,0.0166028515669633,33.0,64.0,0.0,R,43.54639175257732,low,0.0149401447610766,0.26628528803612195,0.27020498313492064,0.01229120401409289,0.0120786840270912,True,False
668885,-0.0006314729574223,0.0166028515669633,79.0,176.0,0.0,R,109.05098039215686,low,0.0149401447610766,0.1967036754300551,0.21721985818181822,0.003724123681822018,0.004828675439279031,False,False
668901,0.0278924060751399,0.0168949123844588,139.0,315.0,110.0,R,192.88546255506608,low,0.0149401447610766,0.3424833535606297,0.3434779449398443,0.0035543151928340002,0.0027303364298907236,False,False
668904,0.020277533632287,0.0183185332451331,100.0,223.0,65.0,R,138.08049535603715,low,0.0149401447610766,0.2851348132323232,0.3240783730456914,0.004304614379164897,0.0038135421358177772,False,False
668930,-0.0411681701030927,-0.0335808487646736,128.0,485.0,72.0,L,202.54486133768353,low,-0.0264673923516238,0.18154087795275595,0.22417386342336199,0.001880502260394281,0.0024368160066388506,False,False
668939,0.1104258281208168,-0.010408205706565,181.0,454.0,306.0,L,258.81574803149607,medium,-0.0264673923516238,0.29743500313075516,0.23437610310120488,0.0021595342332450767,0.0019238751789712044,False,False
668942,-0.1256289294269393,-0.035716238443985,67.0,405.0,390.0,L,114.97881355932203,medium,-0.0264673923516238,0.11322700271370417,0.23749024841706393,0.002276350939487506,0.0042593623481438705,False,False
668952,-0.0670469107551487,0.0172016399249634,19.0,46.0,36.0,R,26.892307692307693,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.01959335655037877,0.01959335655037877,True,True
669003,-0.0631460656990068,-0.0368707535489062,35.0,187.0,10.0,L,58.96396396396397,low,-0.0264673923516238,0.24080449889830827,0.3157680660111552,0.008568727823433778,0.008320943869432796,True,False
669004,-0.1436858738738738,-0.0333036334275906,74.0,375.0,270.0,L,123.60801781737192,medium,-0.0264673923516238,0.1501504777860052,0.3076257482067736,0.0028493958391730884,0.003972601427611729,False,False
669016,-0.095168859521453,-0.0501825996075147,89.0,386.0,291.0,L,144.6484210526316,medium,-0.0264673923516238,0.19657309218590394,0.2879396000605612,0.002954643942165363,0.0034036800984834793,False,False
669065,-0.0381791818436536,-0.0362945157561491,43.0,166.0,7.0,L,68.30622009569379,low,-0.0264673923516238,0.24080449889830827,0.2299501748448339,0.0069853466426796065,0.0072231917738129646,True,False
669127,0.0044096424702058,0.0129047430959295,142.0,390.0,178.0,R,208.1954887218045,medium,0.0149401447610766,0.3256679960043951,0.3173422856832113,0.0031071347599987377,0.0025332067225961523,False,False
669134,-0.0816544047619047,0.0123045291300593,75.0,224.0,72.0,R,112.37458193979931,low,0.0149401447610766,0.24878446198198192,0.24316849767777068,0.00440269981010695,0.004696022757000134,False,False
669137,-0.1013749999999999,0.0166028515669633,16.0,23.0,0.0,R,18.871794871794872,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.027799513283423376,0.027799513283423376,True,True
669200,-0.0224883720930232,-0.0080104982102304,11.0,43.0,0.0,R,17.51851851851852,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.030175281457057463,0.030175281457057463,True,True
669208,0.1252033613445378,0.0166028515669633,34.0,35.0,0.0,R,34.492753623188406,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.015163454635408309,0.015163454635408309,True,True
669221,-0.0020354101299865,0.0138635569120409,69.0,194.0,462.0,R,101.79467680608364,high,0.0149401447610766,0.3143249335038362,0.24181901287324392,0.005801923575974754,0.005181906577970843,False,False
669222,0.0144248009753998,0.0144008843828603,73.0,191.0,401.0,R,105.62878787878788,medium,0.0149401447610766,0.2765493957382039,0.22202629363461007,0.004950789214754607,0.004991218561606297,False,False
669224,-0.0810565476190476,-0.0452954788986444,77.0,336.0,6.0,L,125.28813559322032,low,-0.0264673923516238,0.1548442556390978,0.2847164910358919,0.002858334867984714,0.003929213495633518,False,False
669234,0.1276801823649239,0.0166028515669633,61.0,169.0,0.0,R,89.64347826086957,low,0.0149401447610766,0.298084567759563,0.24432296872358408,0.006332330298138013,0.005883697702985757,False,False
669242,0.2944722222222221,0.0021209673482879,36.0,117.0,611.0,L,55.05882352941177,high,-0.0264673923516238,0.24080449889830827,0.19538031226053643,0.008358931057094345,0.008991855453269002,True,False
669257,0.0487931739431739,0.0106780115542,148.0,390.0,517.0,R,214.5724907063197,high,0.0149401447610766,0.33807785047802896,0.2617891222991234,0.0029555639602685648,0.002457183134462505,False,False
669261,0.0115549093397194,-0.0380715380209353,37.0,237.0,243.0,L,64.00729927007299,medium,-0.0264673923516238,0.24080449889830827,0.24322757187298866,0.00753450637452385,0.00764507555064192,True,False
669289,0.1022366764965189,0.0127582704496733,127.0,259.0,375.0,R,170.43005181347152,medium,0.0149401447610766,0.31024181289838765,0.19189765062404596,0.003183766490436757,0.0030874824432292813,False,False
669304,-0.1170836309523809,0.0163550272909889,140.0,288.0,171.0,R,188.411214953271,medium,0.0149401447610766,0.21207331058581705,0.28971112793989545,0.002520750777785235,0.002793022854904684,False,False
669357,-0.0278759525565388,-0.0352664994799274,113.0,288.0,109.0,L,162.3142144638404,low,-0.0264673923516238,0.26372739506953224,0.30415189284504446,0.0033899537140952346,0.003066542662548505,False,False
669364,-0.0273638337468982,-0.0104184692596681,93.0,208.0,18.0,L,128.531561461794,low,-0.0264673923516238,0.20349867180925663,0.2275033510776663,0.003281923872340175,0.0038846440842563302,False,False
669369,-0.0165428571428571,-0.0102198907045597,35.0,35.0,25.0,R,35.0,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.014939685485798123,0.014939685485798123,True,True
669394,-0.0593266067515463,0.0198929025061029,183.0,394.0,200.0,R,249.9202772963605,medium,0.0149401447610766,0.3015621007626253,0.319526618365818,0.002458861596924067,0.0021063893000493566,False,False
669397,-0.0071709401709401,0.01018918924373,39.0,63.0,190.0,R,48.1764705882353,medium,0.0149401447610766,0.26628528803612195,0.14965612186379926,0.009203321896200186,0.01090090256450198,True,False
669477,0.1575790816326531,0.0195784811057451,49.0,64.0,115.0,R,55.50442477876107,medium,0.0149401447610766,0.26628528803612195,0.2562859206349206,0.009438861143310879,0.009443826507871688,True,False
669701,0.0209022861710631,-0.0357526676445634,139.0,450.0,75.0,L,212.3938879456706,low,-0.0264673923516238,0.26406240079240956,0.24050631445681764,0.0024341879786743716,0.002331145281589796,False,False
669707,-0.0166058996154624,0.0138037104224578,122.0,324.0,65.0,R,177.2556053811659,low,0.0149401447610766,0.17882630138192657,0.2287645151836563,0.002171852674057637,0.002974653036016358,False,False
669720,0.1519045454545454,0.0188689791139669,88.0,165.0,608.0,R,114.78260869565216,high,0.0149401447610766,0.2782744571577847,0.22708690598669626,0.004538494019136622,0.004581143145663885,False,False
669743,-0.0288391053391053,0.0137906358323269,36.0,77.0,218.0,R,49.06194690265487,medium,0.0149401447610766,0.26628528803612195,0.26171636773752555,0.010795727423280055,0.01072932919249157,True,False
669911,0.0393923394068359,-0.0151769385077572,146.0,309.0,84.0,L,198.30329670329672,low,-0.0264673923516238,0.3431803170524326,0.31048539837347117,0.003355357231274737,0.002521295613004191,False,False
670032,-0.0740278333333332,-0.0237040728117544,64.0,375.0,468.0,L,109.3394077448747,high,-0.0264673923516238,0.1381925992063492,0.1879205094901961,0.002660380721239729,0.0044810568729206565,False,False
670042,-0.102445141377937,-0.0384643458974203,81.0,372.0,74.0,L,133.03311258278146,low,-0.0264673923516238,0.227800937345679,0.3297672488406805,0.0036988283502153094,0.0036971758723556803,False,False
670097,-0.0675333333333333,0.0094352472193458,25.0,60.0,190.0,R,35.29411764705882,medium,0.0149401447610766,0.26628528803612195,0.15923198870056496,0.013305277999787628,0.014928139920891752,True,False
670156,-0.0574138888888888,-0.0343536699130899,16.0,90.0,13.0,L,27.169811320754715,low,-0.0264673923516238,0.24080449889830827,0.1537805279650437,0.016758953714089198,0.018043975254621727,True,False
670242,-0.1294416631755341,-0.0389781987927814,44.0,217.0,64.0,L,73.16475095785441,low,-0.0264673923516238,0.24080449889830827,0.34416330248335886,0.007058835522643557,0.006714453790521956,True,False
670541,0.0476489682762493,-0.0538126315881757,208.0,411.0,730.0,L,276.21324717285944,high,-0.0264673923516238,0.3428530507014121,0.34595456620972037,0.002490070578442614,0.0018132673837579862,False,False
670623,0.0639799135220125,0.015570614178022,159.0,480.0,292.0,R,238.8732394366197,medium,0.0149401447610766,0.2945295404824457,0.24104345229210156,0.0023545609060012847,0.0022093412891517517,False,False
670764,-0.0319668367346938,-0.0093639562588135,56.0,196.0,298.0,L,87.11111111111111,medium,-0.0264673923516238,0.17861811915584414,0.17159779298796443,0.004065108214456219,0.0056747357793727055,False,False
670770,-0.0038150579150579,-0.0246729211388886,80.0,259.0,135.0,L,122.24188790560471,medium,-0.0264673923516238,0.22307968607594933,0.2781564656250935,0.0038624592636910407,0.004050336030101329,False,False
671056,-0.0666978653530377,0.0159613047138029,84.0,174.0,12.0,R,113.30232558139537,low,0.0149401447610766,0.22745440447504298,0.25485140299647857,0.004172453765076743,0.0046447968836547246,False,False
671083,-0.1380357142857143,0.0174482959274126,14.0,12.0,53.0,R,12.923076923076923,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.040404019714100216,0.040404019714100216,True,True
671213,-0.0182848590900718,-0.0431346607293494,61.0,178.0,122.0,L,90.86192468619248,medium,-0.0264673923516238,0.30905271912568305,0.32131495819843836,0.0068715782330517885,0.0054612802788073424,False,False
671218,0.1977711685322732,0.0130088927735064,121.0,395.0,18.0,R,185.25193798449612,low,0.0149401447610766,0.4243995819559228,0.25966691650710017,0.004164819160371349,0.0028503344900983885,False,False
671277,-0.061983989098961,-0.0351657749326942,114.0,412.0,329.0,L,178.5855513307985,medium,-0.0264673923516238,0.2158376352274492,0.3003188328490775,0.0026222417956588296,0.0027662824633789334,False,False
671286,0.0894799999999999,0.0166028515669633,25.0,15.0,0.0,R,18.75,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.027758325119232367,0.027758325119232367,True,True
671289,-0.0132010965580262,0.0113768538008222,134.0,245.0,110.0,R,173.24538258575197,low,0.0149401447610766,0.21040115969027043,0.22480213358982937,0.0024877176370744257,0.0030345656990680087,False,False
671732,0.0160744925197094,-0.0446002823299092,89.0,362.0,22.0,L,142.87361419068736,low,-0.0264673923516238,0.3476557300817161,0.31683298109915664,0.00478147338777721,0.0034499571087510724,False,False
671739,0.035553670639128,-0.0491385188346505,146.0,323.0,273.0,L,201.1002132196162,medium,-0.0264673923516238,0.30802573566367497,0.2591717293425379,0.002912154567695355,0.0024835021262489374,False,False
672275,-0.095380088365243,-0.00486427485781,97.0,350.0,112.0,L,151.90156599552574,low,-0.0264673923516238,0.1459253949742268,0.2389825016455178,0.0021871926627568365,0.0032523276546646868,False,False
672279,-0.0228379716350013,-0.0285813155987443,101.0,222.0,3.0,L,138.8359133126935,low,-0.0264673923516238,0.18414730772277232,0.18360067402470345,0.0026502707336968382,0.0035978627189070795,False,False
672284,-0.0803667777777777,-0.0381196742198524,72.0,375.0,294.0,L,120.80536912751676,medium,-0.0264673923516238,0.1919223237480438,0.2823712636292335,0.0034185778661785645,0.00406299350677776,False,False
672356,0.0648174679487179,0.0107142391194274,65.0,96.0,144.0,R,77.51552795031057,medium,0.0149401447610766,0.26835954663461536,0.21564489725877192,0.006374909422875521,0.006769651988671556,False,False
672386,0.0048207017543859,0.0158648793723307,100.0,285.0,302.0,R,148.05194805194805,medium,0.0149401447610766,0.26321017010101017,0.20435078712626634,0.003349122006716299,0.0035632167539289823,False,False
672515,0.0212090654443595,0.0156395639143008,119.0,231.0,139.0,R,157.07999999999998,medium,0.0149401447610766,0.22907386383706024,0.22704343109354408,0.0029078624484882194,0.0033485300414127415,False,False
672569,0.027778947368421,-0.0043143376287443,10.0,38.0,0.0,L,15.833333333333332,low,-0.0264673923516238,0.24080449889830827,0.2694324666129713,0.03117077795859323,0.03117077795859323,True,True
672580,0.0037224192492361,0.0167838680720261,158.0,464.0,124.0,R,235.7299035369775,medium,0.0149401447610766,0.23840623385471257,0.20468529484899825,0.0019500323152380013,0.0022383751483456586,False,False
672640,-0.0811679179179178,0.016632769057459,135.0,296.0,3.0,R,185.42923433874708,low,0.0149401447610766,0.19169392647871755,0.24416947498854788,0.002244851885914774,0.00283938802037567,False,False
672642,0.0466229946524064,-0.0043143376287443,11.0,34.0,0.0,L,16.62222222222222,low,-0.0264673923516238,0.24080449889830827,0.2694324666129713,0.029815802393810605,0.029815802393810605,True,True
672695,0.0151435588809368,-0.0057867617207447,116.0,265.0,222.0,L,161.36482939632546,medium,-0.0264673923516238,0.19477445599700158,0.2270107933962264,0.0025357346412871722,0.003092627141677175,False,False
672761,-0.0390067851681957,-0.0043143376287443,96.0,327.0,0.0,L,148.42553191489364,low,-0.0264673923516238,0.20446537094298242,0.26248310778409406,0.0029325482494147645,0.003332332694144752,False,False
672820,0.0704715748647636,0.0118511479224772,119.0,247.0,56.0,R,160.61748633879782,low,0.0149401447610766,0.2846167984617575,0.2077070130673776,0.003232656883444087,0.0032765728886800533,False,False
673237,0.0211935398848197,0.0123494833959569,169.0,449.0,105.0,R,245.56957928802592,low,0.0149401447610766,0.2841491222879684,0.2601557410614858,0.002260767203208826,0.0021471530461987854,False,False
673357,-0.0338792094578457,0.0076135625005614,106.0,316.0,322.0,R,158.74881516587678,medium,0.0149401447610766,0.1876512974842767,0.2880580750150693,0.0026818714460421778,0.0033241623967009987,False,False
673490,0.0179949717159019,0.0148014634390322,129.0,333.0,465.0,R,185.96103896103895,high,0.0149401447610766,0.24293912403100776,0.24206402881797456,0.0026101680289555675,0.002834808732633736,False,False
673548,-0.0064093247164336,0.0154007542249036,136.0,446.0,281.0,R,208.43986254295532,medium,0.0149401447610766,0.27073198496732026,0.30161240572378695,0.0026669373594345137,0.0025333246868174107,False,False
673962,0.0257580096652944,0.0187469814839454,37.0,151.0,155.0,R,59.43617021276596,medium,0.0149401447610766,0.26628528803612195,0.28864507911699777,0.0091084564919963,0.008896261954577853,True,False
673995,-0.0413513513513513,0.0166028515669633,37.0,12.0,0.0,R,18.122448979591837,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.02858054167388631,0.02858054167388631,True,True
675961,0.1838958333333333,0.008876458561163,27.0,64.0,40.0,R,37.97802197802198,low,0.0149401447610766,0.26628528803612195,0.13520539285714286,0.011975002338804781,0.013871850949893367,True,False
676059,-0.0257347888819318,0.0216910139177788,109.0,337.0,82.0,R,164.7219730941704,low,0.0149401447610766,0.3133292123683315,0.3136060818849795,0.003805161775340715,0.0032044196172530326,False,False
676070,0.0830095238095237,0.0119701746068995,30.0,42.0,4.0,R,35.0,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.01498578826708055,0.01498578826708055,True,True
676113,0.0025301003344481,-0.036612190679615,23.0,52.0,0.0,L,31.893333333333334,low,-0.0264673923516238,0.24080449889830827,0.1920577692307693,0.014163179460718833,0.015651154410376567,True,False
676116,0.065885265700483,-0.0379073577669218,18.0,92.0,97.0,L,30.109090909090913,low,-0.0264673923516238,0.24080449889830827,0.14667442367415193,0.01497231493042216,0.01630664148410498,True,False
676356,-0.0295271561771561,0.0135984437843027,99.0,260.0,10.0,R,143.3983286908078,low,0.0149401447610766,0.19051778293135432,0.23704434955449952,0.002836131086559735,0.0036766877071525306,False,False
676369,0.0583526785714286,0.0164595106699783,70.0,160.0,136.0,R,97.3913043478261,medium,0.0149401447610766,0.23682542525879915,0.2730287480738994,0.0050896500363018585,0.005407848693165749,False,False
676391,-0.0452182869202183,0.0107266543983773,142.0,307.0,157.0,R,194.1826280623608,medium,0.0149401447610766,0.2525594002597143,0.26955972272253087,0.0026566320251945608,0.0027110911912276185,False,False
676475,-0.1208639064475347,-0.038102537283479,140.0,452.0,32.0,L,213.7837837837838,low,-0.0264673923516238,0.20547055313463516,0.28965517129584206,0.0021084768330953377,0.00231612166289272,False,False
676572,-0.2535357142857143,0.0166028515669633,18.0,56.0,0.0,R,27.24324324324325,low,0.0149401447610766,0.26628528803612195,0.3145091987012987,0.020409862804212506,0.01937583611252525,True,False
676609,0.0157816044450566,0.0126705305032168,122.0,357.0,124.0,R,181.8538622129436,medium,0.0149401447610766,0.23438473052431918,0.22829559316085987,0.0025606697700052087,0.002901444177638027,False,False
676694,0.0661845175372572,0.0148749442264599,146.0,364.0,190.0,R,208.4078431372549,medium,0.0149401447610766,0.26834940727444495,0.2351413627811582,0.002484002393759353,0.002528827066541905,False,False
676701,-0.1078181818181818,0.0117171956318289,22.0,44.0,149.0,R,29.333333333333336,medium,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.017935779091796736,0.017935779091796736,True,True
676801,-0.0130806195645274,0.0108887255853086,89.0,177.0,343.0,R,118.4436090225564,medium,0.0149401447610766,0.19403422191011235,0.22050004705957882,0.0034259227744805687,0.004441707968986217,False,False
676914,-0.0620903962575674,0.0116557208230367,138.0,316.0,54.0,R,192.1057268722467,low,0.0149401447610766,0.21461765407807043,0.2560787682841069,0.0023655762408704138,0.0027416405743632966,False,False
677008,0.0319791666666666,-0.050710308484039,16.0,96.0,1.0,L,27.428571428571427,low,-0.0264673923516238,0.24080449889830827,0.2706133469298245,0.017869170211663274,0.017856869375029383,True,False
677347,-0.1789086538461538,0.0148846610047886,26.0,32.0,13.0,R,28.689655172413794,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.018260607596506037,0.018260607596506037,True,True
677587,0.0104149001536098,-0.0060093880350707,124.0,315.0,33.0,L,177.94988610478362,low,-0.0264673923516238,0.2567552014162077,0.1997331788898999,0.0027046800468113934,0.00279731292915964,False,False
677588,-0.1219916666666666,-0.0284596360296704,48.0,120.0,12.0,L,68.57142857142857,low,-0.0264673923516238,0.24080449889830827,0.24595376463585428,0.007066375099013541,0.007262030948822849,True,False
677594,0.0005135561846689,0.015614372730469,164.0,448.0,300.0,R,240.10457516339864,medium,0.0149401447610766,0.2747530914260063,0.2585328755143416,0.0022524060396232966,0.0021964669056339812,False,False
677649,-0.07038201171435,0.0152281601715406,92.0,193.0,183.0,R,124.60350877192982,medium,0.0149401447610766,0.15626495783564265,0.22273497992227978,0.0028525994038707354,0.004223958175034821,False,False
677800,-0.1112113511390416,-0.0476507855086641,67.0,380.0,10.0,L,113.91498881431768,low,-0.0264673923516238,0.20248736001809134,0.3055179711915012,0.0038261940642853607,0.004303129805358453,False,False
677870,0.0715354824513147,0.0166028515669633,61.0,149.0,0.0,R,86.56190476190476,low,0.0149401447610766,0.25301214316939885,0.22283885942318152,0.005643302866878039,0.006087505100600476,False,False
677941,-0.0970448717948717,0.0105273623272454,12.0,26.0,11.0,R,16.42105263157895,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.03205981389916961,0.03205981389916961,True,True
677942,0.113240725277347,0.0166028515669633,83.0,101.0,0.0,R,91.11956521739133,low,0.0149401447610766,0.2628258965618572,0.17970784950495053,0.0049458627056732036,0.005748887214707591,False,False
677950,-0.0848067532467532,-0.0367393963117479,25.0,77.0,176.0,L,37.74509803921569,medium,-0.0264673923516238,0.24080449889830827,0.2890701356801093,0.013386337562167517,0.013131302898957933,True,False
677951,-0.0635114846786814,0.0171122287475947,142.0,558.0,294.0,R,226.38857142857145,medium,0.0149401447610766,0.2916203488163021,0.3528878286390867,0.002686079891794726,0.002335111776054362,False,False
677956,-0.358241935483871,0.0166028515669633,20.0,31.0,0.0,R,24.313725490196077,low,0.0149401447610766,0.26628528803612195,0.25660370396681237,0.021591803239445206,0.021591803239445206,True,True
678009,-0.0043125868296748,-0.0370767372047535,61.0,236.0,29.0,L,96.94276094276094,low,-0.0264673923516238,0.263446437704918,0.2899899307609088,0.005547564953791059,0.0050892777301606,False,False
678246,0.026603148425787,0.0108543595993361,92.0,145.0,116.0,R,112.57383966244726,medium,0.0149401447610766,0.21440522646918295,0.19326373639846742,0.0036633449465285255,0.004664086021752955,False,False
678554,0.202457037037037,0.0130629248950714,50.0,81.0,35.0,R,61.83206106870228,low,0.0149401447610766,0.19779600367346933,0.1594995611111111,0.005925050457557178,0.008493652723275678,False,False
678662,-0.0016767603724125,0.0112968418162576,207.0,481.0,188.0,R,289.4389534883721,medium,0.0149401447610766,0.29945348501477415,0.3065080419352044,0.002083866049722234,0.0018198819916890618,False,False
